concepts,phrases,cosine similarity
fan,fan for a few minutes,0.6921482682228088
fan,fan effect,0.633957028388977
fan,fan drink water,0.5456927418708801
fan,ceiling fan effect,0.4658084213733673
young,young kid,0.8766858577728271
young,young eh,0.8720152378082275
young,young son,0.8150668144226074
young,young person,0.8005335330963135
young,young man,0.7885226607322693
young,young male,0.7836285829544067
young,young age,0.7810182571411133
young,young girl,0.7729755640029907
young,young boys,0.7082452774047852
retina,retina doctor,0.7866209745407104
retina,retina specialist,0.7747833728790283
flickering,flickering during a storm,0.7183504104614258
flickering,flickering light after laser,0.660525918006897
flickering,flickering light after laser for retinal tear,0.587005078792572
eye pain,horrible eye pain,0.9016461372375488
wisdom tooth,wisdom tooth on left side,0.7072888612747192
aesthetic,aesthetic appaearance after scleral buckle,0.41077205538749695
aesthetic,aesthetic appaearance after scleral buckle surgery,0.3520469069480896
scleral buckle,scleral buckle surgery,0.887644350528717
lens,lens replacement,0.7463909387588501
lens,lens through the anterior chamber,0.6491755247116089
lens,lens replacement surgery,0.62351393699646
vision,vision field,0.7727695107460022
vision,vision for a bit,0.7709965109825134
vision,vision as a result,0.7605069875717163
vision,strange vision,0.7527571320533752
vision,vision issues,0.7467480301856995
vision,weird vision,0.7424759864807129
vision,vision lens,0.7402994632720947
vision,vision changes,0.7394306063652039
vision,vision acuity,0.7250524759292603
eye problem,eye problem posterior vitreous detachment,0.6160571575164795
csr,csr in eyes severe anxiety,0.4753060042858124
injury,injury event,0.819191575050354
injury,injury over a year,0.7951140403747559
injury,such injury,0.7902138233184814
injury,injury in this area,0.7718318700790405
injury,injury science,0.7332728505134583
injury,injury in february,0.7258038520812988
injury,injury unit,0.6700807213783264
injury,injury on the left side,0.6550567150115967
injury,accute injury,0.649226725101471
iol,iol positioning,0.6827942132949829
iol,iol positioning behind an iris,0.5284433960914612
iol,iol implant on the retina,0.5161386132240295
pvd,pvd in the hope,0.8247336149215698
pvd,pvd problems at the moment,0.8167544007301331
pvd,pvd problems,0.800541877746582
pvd,pvd of the left eye,0.596782922744751
scrotum,scrotum on the left,0.843489944934845
scrotum,scrotum area,0.8076064586639404
scrotum,tingly scrotum,0.7752652764320374
scrotum,scrotum feeling,0.7704566717147827
scrotum,tingly scrotum feeling,0.6135731935501099
scrotum,scrotum area by gravity,0.5924406051635742
scrotum,scrotum area by gravity during the day,0.5373553037643433
blood in urine,lots of blood in urine,0.8532037734985352
blood in urine,tiny blood in urine,0.8294341564178467
blood in urine,blood in urine after sex,0.7856072783470154
bladder inflammation,bladder inflammation interstitial cystitis,0.841191291809082
pus in urine,pus in urine help,0.9446423053741455
urination,urination issue,0.8799093961715698
urination,urination flow,0.8700471520423889
urination,urination issues,0.8671548366546631
urination,urination patterns,0.847844123840332
urination,urination at the onset,0.8306108713150024
urination,nighttime urination,0.7857728004455566
urination,urination severe sensation,0.7735722064971924
urination,urination around the same time,0.7634607553482056
urination,urination in small amounts,0.7507324814796448
continuing,continuing symptoms,0.377310574054718
continuing,strange continuing symptoms,0.3029418885707855
burning,burning fire,0.8775300979614258
burning,burning feeling,0.8370943665504456
burning,burning effect,0.8266210556030273
burning,burning body,0.822605311870575
burning,horrible burning,0.7922244668006897
burning,awful burning,0.7791740894317627
burning,burning problems,0.7699363231658936
burning,burning fire feeling,0.7686302661895752
burning,uncomfortable burning,0.7646963000297546
penis,penis head,0.7802582383155823
penis,penis for years,0.7459574341773987
penis,penis for some time,0.7245655059814453
penis,penis for a long time,0.7079090476036072
penis,penis length,0.689323902130127
penis,penis tip,0.6884324550628662
penis,penis burning,0.6811279058456421
penis,penis from the start,0.6744203567504883
penis,penis day,0.6644781827926636
tip,tip pen,0.7869718670845032
tip,urge at the tip,0.7610734701156616
tip,tip of a finger,0.6945427656173706
tip,tip toes,0.6870405673980713
tip,remedy tip,0.6824395656585693
tip,tip of the penis,0.6323593854904175
tip,tip of the penile,0.6266721487045288
tip,tip for bartholin,0.562830924987793
tip,urge at the tip of the penile,0.5555258393287659
movement,movement of any kind,0.8636946678161621
movement,alot of movement,0.8048957586288452
movement,own movement,0.7936210632324219
movement,movement to the point,0.7853192090988159
movement,movement problems,0.7453612089157104
movement,subtle movement,0.7233412265777588
movement,op movement,0.7219903469085693
movement,movement with the excersises,0.7129805088043213
movement,movement since may,0.7073420286178589
pee,pee hurts,0.8312994241714478
pee,pee hole,0.7669804096221924
pee,pee after sex,0.7221695780754089
pee,pee specimin,0.6069473028182983
pee,ml of pee,0.5857751369476318
pee,pee specimin cup,0.5817564129829407
stream,stream dx,0.7194869518280029
stream,stream of urine,0.48674124479293823
stream urine,stream urine,1.0000001192092896
bladder neck,bladder neck incision,0.7763241529464722
bladder neck,bladder neck with non-occlusive lateral prostatic lobes,0.7269175052642822
bladder neck,bladder neck incision in the next few weeks,0.6790505647659302
combination,combination with gardnerella,0.5603863000869751
combination,combination of hormomes,0.5231525301933289
combination,combination of the vit,0.5162157416343689
combination,combination of no alcohol,0.5065271854400635
combination,combination of lung,0.47642791271209717
combination,combination of the vit d,0.4315599799156189
combination,combination of migraine,0.40470191836357117
combination,combination of anxiety,0.3996538817882538
combination,combination of symptoms,0.3646782636642456
hip pain,hip pain for years,0.8789618015289307
hip pain,hip pain in young female,0.8350929021835327
hip pain,hip pain for several months,0.8260517120361328
hip pain,hip pain after horse,0.7595067024230957
hip pain,osteo-arthritic hip pain,0.7350887060165405
hip pain,hip pain after horse kick,0.6951614618301392
frequent urination,frequent urination problem,0.9508419036865234
frequent urination,frequent urination issue,0.9504032135009766
frequent urination,frequent urination at the onset,0.920933723449707
frequent urination,strange frequent urination,0.9071994423866272
frequent urination,strange frequent urination issue,0.9013779163360596
frequent urination,frequent urination around the same time,0.8934348225593567
frequent urination,frequent urination in small amounts,0.8625907897949219
frequent urination,frequent urination in small amounts discoloration,0.7476950287818909
frequent urination,frequent urination in small amounts discoloration on penis,0.6940215826034546
need,im in need,0.6923443078994751
need,need of help,0.6240221261978149
need,need of a support,0.40699654817581177
need,need of serious help,0.3689799904823303
need,im in need of serious help,0.3593359887599945
need,need of a support group,0.31149524450302124
need,need of encouragement,0.18809053301811218
need,need advice,0.18240207433700562
need,need of advice,0.179120272397995
multi,multi vit,0.5700080394744873
multi,multi vitamins,0.4452177584171295
multi,multi-level fusion,0.3169071674346924
multi,multi-organ ultrasound,0.31446343660354614
car,car rides,0.6695963144302368
car,car in front,0.656586229801178
car,car window,0.64399653673172
car,car tissue,0.6138851046562195
car,car motion,0.6101974248886108
car,car wrecking,0.5786272287368774
car,car alarm,0.5183446407318115
car,car for long drives,0.46816542744636536
car,car motion sickness,0.38397493958473206
creatinine,creatinine ration,0.781689465045929
outer,outer appearance,0.7803628444671631
outer,outer side,0.7678574323654175
outer,outer eye,0.6949715614318848
outer,outer sac,0.6672999262809753
outer,outer throat,0.6354368925094604
outer,outer arms,0.6318817734718323
outer,outer shin,0.6214047074317932
outer,outer corner,0.617609441280365
outer,outer lips,0.5997112989425659
daughters,beautiful daughters,0.7879973649978638
daughters,daughters low platelet count,0.37887173891067505
bruise,huge bruise,0.8532998561859131
blood clots,blood clots as an incidental finding,0.8539062142372131
blood clots,blood clots high d-dimer,0.6748796701431274
feet,feet legs,0.8538317680358887
feet,feet hands,0.8204045295715332
feet,feet most part,0.8088885545730591
feet,feet among others,0.7758371829986572
feet,bare feet,0.7684725522994995
feet,feet hands fingers,0.734357476234436
feet,feet against the floor,0.7245685458183289
feet,feet on the ground,0.7226644158363342
feet,feet sneakers,0.7002484798431396
tissue damage,tissue damage after blood,0.7553742527961731
tissue damage,tissue damage after blood pressure,0.6287118792533875
tissue damage,tissue damage after blood pressure medication,0.5520062446594238
damage,other damage,0.8348108530044556
damage,damage over course,0.7991255521774292
damage,battle damage,0.7623797655105591
damage,damage over time,0.7407224178314209
damage,bade damage,0.7073677778244019
damage,lasting damage,0.7061067819595337
damage,damage down the side,0.691763162612915
damage,damage over course of time,0.6756273508071899
damage,damage over the years,0.6586662530899048
pulmonary embolism,pulmonary embolism in august,0.8276972770690918
pulmonary embolism,pulmonary embolism april,0.7951635122299194
petechiae,petechiae- small red blood spots,0.6239550113677979
petechiae,petechiae- small red blood spots under skin,0.5921728014945984
blood spots,blood spots under skin,0.8521820902824402
cerebral sinus,cerebral sinus thrombosis,0.8325151205062866
headache,headache question,0.8401968479156494
headache,headache general,0.8071454167366028
headache,headache around the eyes,0.7694414258003235
headache,headache label,0.7443069815635681
headache,headache for the last week,0.7419602870941162
headache,headache recovery,0.7404272556304932
headache,headache sensetivity,0.7252726554870605
headache,lp headache,0.7070850133895874
headache,headache stuffy nose,0.6961102485656738
flare,huge flare,0.8550927042961121
flare,flare for some years,0.8542760014533997
flare,flare- ups,0.8390263319015503
flare,af flare,0.8176572322845459
flare,latest flare,0.8126503825187683
flare,hectic flare,0.8099884390830994
flare,flare up's,0.7844233512878418
flare,flare up the year,0.7039120197296143
flare,flare up a few days,0.6941766738891602
clear,clear things,0.7994398474693298
clear,clear substance,0.7745495438575745
clear,clear blue,0.7632575035095215
clear,clear cause,0.7371091246604919
clear,clear manner,0.7350656986236572
clear,clear answers,0.7244335412979126
clear,clear mind,0.7160851359367371
clear,clear cat,0.6921819448471069
clear,clear skin,0.6890053749084473
mood disorder,other mood disorder,0.8870429992675781
mood disorder,mood disorder experiences,0.843105137348175
mood disorder,other mood disorder experiences,0.7960973978042603
everyday,everyday to day,0.9253629446029663
everyday,everyday most days,0.8987910151481628
everyday,everyday thing,0.8180843591690063
everyday,everyday for months,0.8051930665969849
everyday,everyday life,0.7978145480155945
everyday,everyday to day life,0.7940610647201538
everyday,everyday facil,0.7926647663116455
everyday,am everyday most days,0.7714836597442627
everyday,everyday for the past month,0.7687691450119019
fast,fast rate,0.6580581665039062
fast,fast side,0.6579160094261169
fast,fast head,0.6481162309646606
fast,fast movement,0.6455237865447998
fast,fast pace,0.6385936737060547
fast,fast idea,0.6263848543167114
fast,fast heart,0.624235987663269
fast,fast walking,0.5630592107772827
fast,fast side of things,0.5599650144577026
bipolar,bipolar disease,0.915467381477356
bipolar,bipolar person,0.8978762626647949
bipolar,bipolar behaviour,0.8956387042999268
bipolar,bipolar diagnosis,0.877081573009491
bipolar,bipolar man,0.8765258193016052
bipolar,bipolar bf,0.8071050047874451
bipolar,bipolar boyfriend,0.7597163319587708
bipolar,bipolar husband,0.7505754232406616
bipolar,bipolar medicines,0.7384886741638184
mood,other mood,0.8493623733520508
mood,mood level,0.8020549416542053
mood,mood issues,0.7764184474945068
mood,weird mood,0.7640891671180725
mood,dark mood,0.7273937463760376
mood,weird mood issues,0.6880650520324707
mood,mood diaries,0.6849037408828735
mood,mood stabilisers,0.6590811014175415
mood,periods mood,0.6479243636131287
partners,partners in the past,0.7217122316360474
partners,partners shoulder,0.6219510436058044
partners,partners shoulder on public transport,0.39262357354164124
polar,polar disorder,0.6972523331642151
polar,polar moments,0.6815938949584961
polar,polar fiance,0.6624312400817871
polar,polar symptoms,0.6485996246337891
polar,bi polar fiance,0.5381868481636047
polar,bi- polar symptoms,0.5238691568374634
relationship,relationship as better people,0.7700974941253662
relationship,wonderful relationship,0.7485356330871582
relationship,relationship with a man,0.7232487797737122
relationship,relationship to the point,0.7157421112060547
relationship,relationship during the years,0.7108956575393677
relationship,strenuous relationship,0.6870846152305603
relationship,relationship with females,0.6809966564178467
relationship,relationship as better people with some space,0.6770808100700378
relationship,amazing relationship,0.6712557673454285
need for,need for a lot,0.7697285413742065
need for,need for the test,0.6171165704727173
need for,need for a visit,0.4968809187412262
need for,need for a visit ps,0.42926672101020813
need for,need for eyelid,0.4222971200942993
need for,need for the bathroom,0.41302525997161865
need for,need for a lot of pt,0.3931359350681305
need for,need for pain-killers,0.3145042657852173
need for,need for further surgery,0.24787484109401703
stomach burn,stomach burn from bipolar medicines,0.5770688056945801
burn,awful burn,0.7365119457244873
burn,sides of the burn,0.6491182446479797
burn,burn by late evening,0.6023164391517639
burn,burn from exercise,0.5354304909706116
bipolar disorder,bipolar disorder ex,0.8281435370445251
lamotrigine,mg of lamotrigine,0.6987358331680298
lamotrigine,lamotrigine side effects,0.6801598072052002
ongoing,ongoing issue,0.7512983679771423
ongoing,ongoing problems,0.6358582973480225
ongoing,ongoing back,0.6126886010169983
ongoing,ongoing thoughts,0.6027917265892029
ongoing,ongoing problem for years,0.5776330232620239
ongoing,ongoing struggle,0.5627731084823608
ongoing,ongoing health,0.549799919128418
ongoing,ongoing battle,0.5143266916275024
ongoing,ongoing period,0.4917343854904175
bisoprolol,bisoprolol after a discussion,0.896370530128479
bisoprolol,bisoprolol side,0.8958019018173218
bisoprolol,bisoprolol for a couple,0.887147068977356
bisoprolol,bisoprolol last november,0.8848308324813843
bisoprolol,mg bisoprolol,0.8758795857429504
bisoprolol,bisoprolol in half,0.8744915723800659
bisoprolol,bisoprolol for a couple of years,0.8704650402069092
bisoprolol,blocker bisoprolol,0.8689500093460083
bisoprolol,i'm on bisoprolol,0.8674774765968323
insomnia,insomnia at times,0.9092432260513306
insomnia,insomnia in the middle,0.8821721076965332
insomnia,insomnia in the middle of the night,0.8561061024665833
insomnia,insomnia with night,0.8470383882522583
insomnia,horrible insomnia,0.8358848094940186
insomnia,insomnia stories,0.8124171495437622
insomnia,insomnia a&e,0.778781533241272
insomnia,insomnia heart,0.7592464685440063
insomnia,insomnia a&e way in the past,0.7438715696334839
different,different one,0.783510684967041
different,different idk,0.7356059551239014
different,different ones,0.7079759836196899
different,different way,0.7020158171653748
different,different things,0.6902875900268555
different,different experience,0.6805582046508789
different,different wait,0.6780537366867065
different,different cause,0.6743745803833008
different,different part,0.6685019731521606
small amount,small amount of cocaine,0.6574690937995911
small amount,small amount of house,0.6133847832679749
small amount,small amount of wieght,0.6045241355895996
small amount,small amount of puss,0.5539308786392212
small amount,small amount of billirubin,0.530086100101471
small amount,small amount of urine,0.5113981366157532
small amount,small amount of crust,0.508030891418457
small amount,small amount of women,0.5058225989341736
small amount,small amount of blood,0.5029078722000122
amount,reasonable amount,0.7219394445419312
amount,inordinate amount,0.7190717458724976
amount,huge amount,0.7106937170028687
amount,substantial amount,0.7040214538574219
amount,unbelievable amount,0.6991660594940186
amount,tiny amount,0.6966888904571533
amount,decent amount,0.686254620552063
amount,least amount,0.6776471734046936
amount,insane amount,0.676563024520874
house,house in town,0.7760175466537476
house,own house,0.7583047151565552
house,house in the middle,0.7491403222084045
house,house at that point,0.7387577891349792
house,bf house,0.7372219562530518
house,house move,0.7147783041000366
house,house for a few hours,0.686980664730072
house,house hold,0.6769169569015503
house,house in oct,0.6752379536628723
beta blockers,alternatives to beta blockers,0.8825533390045166
beta blockers,cardio-selective beta blockers,0.7394973039627075
beta blockers,beta blockers for asthmatics,0.6939516663551331
side effect,side effect,1.0000001192092896
side effect,side effect most people,0.8537390232086182
side effect,weird side effect,0.823238730430603
side effect,side effect issues,0.8224005699157715
side effect,unfortunate side effect,0.7881237268447876
side effect,noticeable side effect,0.7854024171829224
side effect,devastating side effect,0.7804830074310303
side effect,side effect from this med,0.7474851608276367
side effect,side effect of the drug,0.7346203327178955
medicine,medicine at the doctor,0.8072308301925659
medicine,medicine at the drug,0.8050400018692017
medicine,medicine doctor,0.770330548286438
medicine,other medicine,0.7660956978797913
medicine,medicine dr,0.7526174187660217
medicine,medicine physicians,0.7493226528167725
medicine,medicine healing,0.7392258644104004
medicine,d medicine,0.7337697744369507
medicine,medicine practitioner,0.7070168256759644
release,release effect,0.6740630865097046
release,release surgery,0.5565935969352722
release,release of the pain,0.517231822013855
release,release massage,0.4343273639678955
release,release metformin,0.3921635150909424
low heart rate,low heart rate with propranolol,0.6663128137588501
propranolol,propranolol side,0.8695339560508728
propranolol,propranolol nightmare,0.8526175618171692
propranolol,propranolol since dec,0.849149227142334
propranolol,propranolol tablets,0.8488830924034119
propranolol,propranolol for a few days,0.8242686986923218
propranolol,mg propranolol,0.8232353925704956
propranolol,propranolol tablet,0.8164108991622925
propranolol,propranolol adverse reactions,0.7997919321060181
propranolol,propranolol during the day,0.7796810865402222
cramps,horrible cramps,0.8366820216178894
cramps,cramps on the days,0.8184636831283569
cramps,cramps mouth,0.8018195629119873
cramps,cramps in random places,0.7980057001113892
cramps,tummy cramps,0.7955372929573059
cramps,implentation cramps,0.7950979471206665
cramps,cramps in all muscles,0.7949461936950684
cramps,cramps at night,0.7295207977294922
cramps,cramps during soccer,0.7289934754371643
heart attack,heart attack at any time,0.7855510711669922
heart attack,4th heart attack,0.7625689506530762
heart attack,heart attack in the family,0.7549080848693848
heart attack,heart attack at the age,0.7469489574432373
heart attack,heart attack in december,0.6502571105957031
menstrual cycle,menstrual cycle changes,0.8720214366912842
menstrual cycle,menstrual cycle today,0.8321905732154846
fast heart rate,fast heart rate thing,0.9052566289901733
fast heart rate,fast heart rate with minimal exertion,0.7899835109710693
fast heart rate,fast heart rate upon minimal exertion,0.7480670213699341
hair loss,hair loss issues,0.9159654974937439
hair loss,hair loss thing,0.9092341661453247
hair loss,hair loss conditions,0.8914928436279297
hair loss,hair loss of scalp hair,0.8820940256118774
hair loss,hair loss of scalp,0.8783218860626221
hair loss,hair loss for quite some years,0.8783086538314819
hair loss,hair loss in scalp,0.8775027990341187
hair loss,hair loss in women,0.870233416557312
hair loss,kinds of hair loss,0.8671026229858398
adverse reactions,adverse reactions in particular psychosis,0.6701387763023376
metoprolol,metoprolol cold turkey,0.9029278755187988
metoprolol,metoprolol er,0.8954682350158691
metoprolol,metoprolol succ.,0.8866716623306274
metoprolol,metoprolol side,0.8687838315963745
metoprolol,metoprolol for a few weeks,0.8589799404144287
metoprolol,metoprolol for a year,0.8462567329406738
metoprolol,mg metoprolol,0.8451123237609863
metoprolol,metoprolol beta,0.8279528617858887
metoprolol,mg metoprolol succ.,0.7953175902366638
atenolol,atenolol side,0.8736480474472046
atenolol,atenolol monday,0.8153354525566101
atenolol,atenolol cold turkey,0.7973828911781311
atenolol,atenolol prescription,0.782509982585907
atenolol,atenolol tapering,0.7374338507652283
atenolol,7mg of atenolol,0.727350652217865
atenolol,atenolol side effects,0.7018102407455444
atenolol,atenolol to 7mg,0.6962957382202148
atenolol,mg of atenolol,0.6934148669242859
few,few us,0.7407609224319458
few,few wks,0.7367421984672546
few,few take,0.7259266972541809
few,few people,0.6796056032180786
few,few posts,0.6501847505569458
few,few friends,0.6495071649551392
few,few side,0.6492831707000732
few,few instances,0.6453792452812195
few,few names,0.6110607385635376
metoprolol succinate,metoprolol succinate er,0.9506778120994568
metoprolol succinate,mg of metoprolol succinate,0.8377092480659485
metoprolol succinate,mg of metoprolol succinate er,0.8302162885665894
turkey,turkey with the help,0.8493380546569824
turkey,turkey with the help of people,0.8142638206481934
turkey,turkey with the topiramate,0.7745561599731445
turkey,turkey from dhc,0.7090930938720703
turkey,turkey after a month,0.7002074718475342
turkey,turkey with the help of people in recovery,0.6820201873779297
turkey,turkey tail,0.68076491355896
turkey,turkey on amlodipine,0.6709719896316528
turkey,turkey on monday,0.667914628982544
amlodipine,amlodipine as the source,0.8549078702926636
amlodipine,amlodipine horror,0.8450479507446289
amlodipine,amlodipine side,0.8446294069290161
amlodipine,amlodipine ama,0.8441904187202454
amlodipine,amlodipine for years,0.8431117534637451
amlodipine,amlodipine half,0.8305758833885193
amlodipine,amlodipine olmesartan,0.8097852468490601
amlodipine,amlodipine with some side,0.797406017780304
amlodipine,mgms of amlodipine,0.7908079624176025
drug,drug at some level,0.7876129150390625
drug,other drug,0.772435188293457
drug,nasty drug,0.7719604969024658
drug,drug at a time,0.7524763345718384
drug,particular drug,0.7486928701400757
drug,enjoyable drug,0.7356614470481873
drug,harmful drug,0.7171992063522339
drug,drug kind,0.7152298092842102
drug,wonderful drug,0.7124770283699036
weaning,weaning programme,0.7354575395584106
weaning,weaning schedule,0.6603720188140869
supplementation,supplementation route,0.8425476551055908
supplementation,supplementation with phosphate,0.6838979721069336
magnesium,b magnesium,0.8907010555267334
magnesium,magnesium def,0.8850274085998535
magnesium,magnesium b,0.8777384757995605
magnesium,magnesium levels,0.824372410774231
magnesium,magnesium tablets,0.8104027509689331
magnesium,magnesium b12,0.7914950847625732
magnesium,magnesium oil,0.7894192934036255
magnesium,magnesium treatment,0.7884758710861206
magnesium,magnesium treatment at the time,0.7430539131164551
dosage,dosage size,0.9012239575386047
dosage,dosage of dostinex,0.8137146234512329
dosage,dosage to 10mg,0.8083940744400024
dosage,mg dosage,0.8073676824569702
dosage,dosage over a period,0.7639670372009277
dosage,dosage of the beta,0.7312790155410767
dosage,dosage without diazepam,0.7231674194335938
dosage,dosage of the beta blocker,0.6781395673751831
dosage,dosage of apixaban,0.6664808392524719
total,total today,0.7394070029258728
total,total figure,0.6866519451141357
total,total s*,0.6647756099700928
total,total last year,0.6253094673156738
total,total last december,0.6141829490661621
total,total chol,0.594406008720398
total,total loss,0.5902695059776306
total,total blood,0.5717471837997437
total,total body,0.5573954582214355
vitamin d deficiency,vitamin d deficiency success,0.937410831451416
vitamin d deficiency,answers on vitamin d deficiency,0.9266688227653503
vitamin d deficiency,vitamin d deficiency success stories,0.877770185470581
vitamin d deficiency,vitamin d deficiency distressing symptoms,0.8559809327125549
deficiency,deficiency patients,0.8604413270950317
deficiency,deficiency recovery,0.8566325902938843
deficiency,deficiency success,0.852243185043335
deficiency,deficiency like fatigue,0.73951256275177
deficiency,d deficiency success,0.7155797481536865
deficiency,deficiency success stories,0.7057714462280273
deficiency,deficiency distressing symptoms,0.7016135454177856
deficiency,-ii deficiency patients,0.6899966597557068
deficiency,-d deficiency,0.6660944223403931
ear,ear for years,0.8430028557777405
ear,ear things,0.8422222137451172
ear,other ear,0.8401145935058594
ear,ear nose,0.8282344937324524
ear,ear from the day,0.797233521938324
ear,ear anatomy,0.7914393544197083
ear,ear area,0.7766848802566528
ear,ear for a couple of years,0.7565135955810547
ear,lots of ear,0.7537820339202881
levels,other levels,0.8893902897834778
levels,levels at this time,0.8248748779296875
levels,levels for years,0.8065600395202637
levels,d levels,0.7954528331756592
levels,levels until november,0.7286368608474731
levels,t levels,0.725793182849884
levels,ridiculous levels,0.7115647792816162
levels,stage2 levels,0.6812068819999695
levels,st levels,0.6549420356750488
low vitamin d,low vitamin d.,0.9583508968353271
low vitamin d,low vitamin d level,0.9332678318023682
low vitamin d,low vitamin d levels,0.9259501695632935
low vitamin d,low vitamin d levels for years,0.8324532508850098
low vitamin d,low vitamin d in march,0.7846802473068237
high calcium,high calcium markers,0.7552824020385742
high calcium,high calcium markers in the hair,0.6041923761367798
food,food part,0.7866474390029907
food,food at a time,0.749150276184082
food,food contents,0.7486468553543091
food,food meal,0.7361836433410645
food,lots of food,0.7087656855583191
food,food source,0.7047306895256042
food,x food,0.6955795288085938
food,food everyday,0.6881618499755859
food,food like fruits,0.6802676916122437
smell,rotten smell,0.7878379225730896
smell,foul smell,0.7707775235176086
smell,horrible smell,0.7635669708251953
smell,awful smell,0.7608909010887146
smell,musty smell,0.7600986361503601
smell,sence of smell,0.756189227104187
smell,funny smell,0.7536014318466187
smell,strange smell,0.7533078193664551
smell,weird smell,0.7468929290771484
gut,gut issues,0.8128012418746948
gut,gut feeling,0.8112682700157166
gut,gut instinct,0.7639829516410828
gut,gut problems,0.7569993734359741
gut,gut balance,0.7486535310745239
gut,beneficial gut,0.7278414964675903
gut,gut settlement,0.6703289747238159
gut,gut bacterial,0.604389488697052
gut,gut bacteria,0.6015442609786987
protein,protein for best results,0.7581570148468018
protein,protein in kids,0.746997058391571
protein,protein in children,0.7443217039108276
protein,protein foods,0.7423654198646545
protein,protein pack,0.7290112972259521
protein,protein powders,0.7270188331604004
protein,protein for every pound of body,0.6877642273902893
protein,protein rich diet,0.6694414615631104
protein,protein drop,0.6684393286705017
guide,guide from eliquis,0.519142746925354
guide,dosing guide,0.42820367217063904
guide,dosing guide from eliquis,0.3156474828720093
capsules,capsules at the health,0.8411442041397095
capsules,capsules from the health,0.8278922438621521
capsules,g capsules,0.8094135522842407
capsules,er capsules,0.7978620529174805
capsules,capsules at the health food,0.77759850025177
capsules,capsules for a few months,0.7704134583473206
capsules,xl capsules,0.7690145969390869
capsules,capsules from the health food,0.7585203051567078
capsules,capsules from the health food store,0.74711012840271
success,success story,0.8218607902526855
success,success stories of people,0.6937001943588257
success,success with any procedures,0.6830572485923767
success,success rate,0.6768466234207153
success,success rates,0.6508943438529968
success,success of cure,0.5559548735618591
success,success with another form,0.5557368993759155
success,success with this procedure,0.5395630598068237
success,success in the holistic natural approach,0.4879683554172516
pain in chest,pain in chest ranges,0.8266705870628357
pain in chest,pain in chest ranges from stabbing,0.7823724150657654
level,level confusion,0.8025901913642883
level,ok level,0.7785007357597351
level,level in order,0.7611678838729858
level,level on a scale,0.7426778078079224
level,level for today,0.734345555305481
level,level with no issues,0.7315057516098022
level,reasonable level,0.7203257083892822
level,c level,0.7111140489578247
level,level for the body,0.7106195688247681
folic acid,folic acid w/vitamin,0.9219076633453369
folic acid,folic acid everyday,0.8590198755264282
folic acid,folic acid w/vitamin d,0.7785360813140869
urine flow,decent urine flow,0.856336236000061
urine flow,urine flow after turp,0.6710255742073059
urine flow,urine flow after turp question,0.6666321754455566
flow,flow to the point,0.7997664213180542
flow,flow study,0.7700241208076477
flow,flow reading,0.7515373826026917
flow,flow sound,0.7277655601501465
flow,flow loop,0.7165427207946777
flow,flow cuts,0.7041873335838318
flow,flow to heart,0.7000887393951416
flow,flow sign,0.6878883838653564
flow,flow after operation,0.6788321733474731
turp,idea of a turp,0.8276134729385376
turp,turp years,0.7547683715820312
excruciating pain,excruciating pain,1.0
excruciating pain,excruciating pain in the right side,0.7260810136795044
median,median bar,0.7776445150375366
median,median lobe,0.7018661499023438
median,w median lobe,0.6599903106689453
median,median lobe issue,0.6282568573951721
median,w median lobe issue,0.5877611637115479
prostate,prostate med,0.8510704040527344
prostate,prostate tissue,0.8463863134384155
prostate,prostate w,0.8456235527992249
prostate,prostate radiation,0.8370035290718079
prostate,prostate issue,0.8338298201560974
prostate,huge prostate,0.833130955696106
prostate,prostate trouble,0.829616904258728
prostate,g prostate,0.8247275352478027
prostate,prostate problems,0.818270206451416
botox,botox treatment,0.9016062021255493
botox,botox injection,0.8705509305000305
botox,botox bottle,0.869670033454895
botox,botox injections,0.8478999137878418
botox,botox procedure,0.8410854339599609
botox,botox for anal,0.7895817756652832
botox,botox injection surgery,0.7687959671020508
botox,botox injection in march,0.7346494197845459
botox,botox for anal fissure,0.6509456634521484
bph,bph symptoms,0.673088788986206
bph,bph symtoms worsening,0.5660902857780457
bph,bph nodules,0.5230892896652222
worsening,worsening over the years,0.7129994034767151
worsening,worsening trend,0.6474539041519165
worsening,worsening symptoms,0.6200624108314514
worsening,worsening of symptoms,0.5763071775436401
worsening,worsening of breathing,0.5416725873947144
worsening,worsening appetite,0.5179460644721985
worsening,worsening trend in pain,0.44148802757263184
worsening,worsening of breathing problems,0.3776565492153168
worsening,worsening of symptoms after hospital,0.3711578845977783
procedure,procedure procedure,0.930528998374939
procedure,procedure at some point,0.8682042360305786
procedure,other procedure,0.8361715078353882
procedure,procedure today,0.7898693680763245
procedure,procedure in conjunction,0.7848306894302368
procedure,newer procedure,0.722334086894989
procedure,procedure in the next year,0.6876957416534424
procedure,procedure with this condition,0.6752448678016663
procedure,procedure at a local hospital,0.6533541679382324
frequency,frequency without a lot,0.8645542860031128
frequency,frequency of occurrence,0.6362667679786682
frequency,frequency of reoccurrence,0.5897371768951416
frequency,frequency without a lot urine,0.500924825668335
frequency,frequency of the twitching,0.41541752219200134
frequency,frequency of bowels,0.37356269359588623
frequency,frequency of migraines,0.3370356559753418
frequency,frequency of reoccurrence of clots,0.2777063846588135
experience,experience guys,0.8527569770812988
experience,experience post,0.801703155040741
experience,experience from people,0.7966141104698181
